county,median_household_income
"Scott County, Missouri",58847.0
"Shannon County, Missouri",59000.0
"Shelby County, Missouri",52127.0
"Stoddard County, Missouri",54067.0
"Stone County, Missouri",61323.0
"Sullivan County, Missouri",55500.0
"Taney County, Missouri",58258.0
"Texas County, Missouri",48055.0
"Vernon County, Missouri",54519.0
"Warren County, Missouri",77989.0
"Washington County, Missouri",51886.0
"Wayne County, Missouri",43393.0
"Webster County, Missouri",69731.0
"Worth County, Missouri",46167.0
"Wright County, Missouri",47304.0
"St. Louis city, Missouri",55279.0
"Beaverhead County, Montana",58072.0
"Big Horn County, Montana",56680.0
"Blaine County, Montana",65050.0
"Broadwater County, Montana",63636.0
"Carbon County, Montana",71017.0
"Carter County, Montana",52171.0
"Cascade County, Montana",66203.0
"Chouteau County, Montana",56927.0
"Custer County, Montana",63585.0
"Daniels County, Montana",58000.0
"Dawson County, Montana",70953.0
"Deer Lodge County, Montana",49533.0
"Fallon County, Montana",72284.0
"Fergus County, Montana",59731.0
"Flathead County, Montana",71327.0
"Gallatin County, Montana",87454.0
"Garfield County, Montana",61750.0
"Glacier County, Montana",45129.0
"Golden Valley County, Montana",57353.0
"Granite County, Montana",54646.0
"Hill County, Montana",55313.0
"Jefferson County, Montana",76576.0
"Judith Basin County, Montana",55417.0
"Lake County, Montana",61965.0
"Lewis and Clark County, Montana",74543.0
"Liberty County, Montana",53264.0
"Lincoln County, Montana",47018.0
"McCone County, Montana",71842.0
"Madison County, Montana",67420.0
"Meagher County, Montana",56215.0
"Mineral County, Montana",61117.0
"Missoula County, Montana",71246.0
"Musselshell County, Montana",59010.0
"Park County, Montana",66607.0
"Petroleum County, Montana",59318.0
"Phillips County, Montana",58156.0
"Pondera County, Montana",53500.0
"Powder River County, Montana",68009.0
"Powell County, Montana",63432.0
"Prairie County, Montana",45192.0
"Ravalli County, Montana",71323.0
"Richland County, Montana",69578.0
"Roosevelt County, Montana",53125.0
"Rosebud County, Montana",56430.0
"Sanders County, Montana",54035.0
"Sheridan County, Montana",63654.0
"Silver Bow County, Montana",57504.0
"Stillwater County, Montana",81503.0
"Sweet Grass County, Montana",69426.0
"Teton County, Montana",67766.0
"Toole County, Montana",53693.0
"Treasure County, Montana",73036.0
"Valley County, Montana",64515.0
"Wheatland County, Montana",47054.0
"Wibaux County, Montana",64792.0
"Yellowstone County, Montana",74400.0
"Adams County, Nebraska",65680.0
"Antelope County, Nebraska",63750.0
"Arthur County, Nebraska",67500.0
"Banner County, Nebraska",71250.0
"Blaine County, Nebraska",61250.0
"Boone County, Nebraska",71367.0
"Box Butte County, Nebraska",68778.0
"Boyd County, Nebraska",58984.0
"Brown County, Nebraska",51538.0
"Buffalo County, Nebraska",74570.0
"Burt County, Nebraska",57303.0
"Butler County, Nebraska",82603.0
"Cass County, Nebraska",88255.0
"Cedar County, Nebraska",73977.0
"Chase County, Nebraska",62782.0
"Cherry County, Nebraska",63750.0
"Cheyenne County, Nebraska",57594.0
"Clay County, Nebraska",75938.0
"Colfax County, Nebraska",79720.0
"Cuming County, Nebraska",70708.0
"Custer County, Nebraska",66310.0
"Dakota County, Nebraska",71655.0
"Dawes County, Nebraska",54381.0
"Dawson County, Nebraska",65383.0
"Deuel County, Nebraska",61438.0
"Dixon County, Nebraska",69156.0
"Dodge County, Nebraska",71294.0
"Douglas County, Nebraska",79081.0
"Dundy County, Nebraska",56563.0
"Fillmore County, Nebraska",76354.0
"Franklin County, Nebraska",57692.0
"Frontier County, Nebraska",68207.0
"Furnas County, Nebraska",60625.0
"Gage County, Nebraska",64426.0
"Garden County, Nebraska",44777.0
"Garfield County, Nebraska",68611.0
"Gosper County, Nebraska",79145.0
"Grant County, Nebraska",69063.0
"Greeley County, Nebraska",58894.0
"Hall County, Nebraska",67549.0
"Hamilton County, Nebraska",79884.0
"Harlan County, Nebraska",70536.0
"Hayes County, Nebraska",60313.0
"Hitchcock County, Nebraska",52016.0
"Holt County, Nebraska",67225.0
"Hooker County, Nebraska",45854.0
"Howard County, Nebraska",74508.0
"Jefferson County, Nebraska",60568.0
"Johnson County, Nebraska",59457.0
"Kearney County, Nebraska",79167.0
"Keith County, Nebraska",58132.0
"Keya Paha County, Nebraska",60313.0
"Kimball County, Nebraska",59438.0
"Knox County, Nebraska",64821.0
"Lancaster County, Nebraska",72625.0
"Lincoln County, Nebraska",64342.0
"Logan County, Nebraska",71650.0
"Loup County, Nebraska",60156.0
"McPherson County, Nebraska",61316.0
"Madison County, Nebraska",64637.0
"Merrick County, Nebraska",62849.0
"Morrill County, Nebraska",59773.0
"Nance County, Nebraska",65438.0
"Nemaha County, Nebraska",60132.0
"Nuckolls County, Nebraska",70201.0
"Otoe County, Nebraska",81430.0
"Pawnee County, Nebraska",54926.0
"Perkins County, Nebraska",67500.0
"Phelps County, Nebraska",65988.0
"Pierce County, Nebraska",75938.0
"Platte County, Nebraska",72335.0
"Polk County, Nebraska",71771.0
"Red Willow County, Nebraska",60000.0
"Richardson County, Nebraska",55578.0
"Rock County, Nebraska",57500.0
"Saline County, Nebraska",77027.0
"Sarpy County, Nebraska",101402.0
"Saunders County, Nebraska",89395.0
"Scotts Bluff County, Nebraska",60960.0
"Seward County, Nebraska",81122.0
"Sheridan County, Nebraska",56900.0
"Sherman County, Nebraska",61935.0
"Sioux County, Nebraska",54076.0
"Stanton County, Nebraska",78275.0
"Thayer County, Nebraska",63095.0
"Thomas County, Nebraska",72708.0
"Thurston County, Nebraska",64838.0
"Valley County, Nebraska",58902.0
"Washington County, Nebraska",90188.0
"Wayne County, Nebraska",67687.0
"Webster County, Nebraska",65197.0
"Wheeler County, Nebraska",55893.0
"York County, Nebraska",74058.0
"Churchill County, Nevada",73268.0
"Clark County, Nevada",73845.0
"Douglas County, Nevada",88018.0
"Elko County, Nevada",83427.0
"Eureka County, Nevada",73095.0
"Humboldt County, Nevada",79946.0
"Lander County, Nevada",84474.0
"Lincoln County, Nevada",69496.0
"Lyon County, Nevada",73460.0
"Mineral County, Nevada",50584.0
"Nye County, Nevada",55975.0
"Pershing County, Nevada",72007.0
"Storey County, Nevada",96000.0
"Washoe County, Nevada",85600.0
"White Pine County, Nevada",72294.0
"Carson City, Nevada",71809.0
"Belknap County, New Hampshire",87983.0
"Carroll County, New Hampshire",82961.0
"Cheshire County, New Hampshire",81001.0
"Coos County, New Hampshire",58439.0
"Grafton County, New Hampshire",84021.0
"Hillsborough County, New Hampshire",100436.0
"Merrimack County, New Hampshire",93944.0
"Rockingham County, New Hampshire",113927.0
"Strafford County, New Hampshire",86564.0
"Sullivan County, New Hampshire",75929.0
"Atlantic County, New Jersey",76819.0
"Bergen County, New Jersey",123715.0
"Burlington County, New Jersey",105271.0
"Camden County, New Jersey",86384.0
"Cape May County, New Jersey",88046.0
"Cumberland County, New Jersey",64499.0
"Essex County, New Jersey",76712.0
"Gloucester County, New Jersey",102807.0
"Hudson County, New Jersey",90032.0
"Hunterdon County, New Jersey",139453.0
"Mercer County, New Jersey",96333.0
"Middlesex County, New Jersey",109028.0
"Monmouth County, New Jersey",122727.0
"Morris County, New Jersey",134929.0
"Ocean County, New Jersey",86411.0
"Passaic County, New Jersey",87137.0
"Salem County, New Jersey",78412.0
"Somerset County, New Jersey",135960.0
"Sussex County, New Jersey",114316.0
"Union County, New Jersey",100117.0
"Warren County, New Jersey",99596.0
"Bernalillo County, New Mexico",66514.0
"Catron County, New Mexico",46439.0
"Chaves County, New Mexico",52029.0
"Cibola County, New Mexico",51765.0
"Colfax County, New Mexico",52690.0
"Curry County, New Mexico",56259.0
"De Baca County, New Mexico",40804.0
"Doña Ana County, New Mexico",55663.0
"Eddy County, New Mexico",79605.0
"Grant County, New Mexico",45921.0
"Guadalupe County, New Mexico",40149.0
"Harding County, New Mexico",41250.0
"Hidalgo County, New Mexico",49076.0
"Lea County, New Mexico",68750.0
"Lincoln County, New Mexico",51643.0
"Los Alamos County, New Mexico",143188.0
"Luna County, New Mexico",37917.0
"McKinley County, New Mexico",44496.0
"Mora County, New Mexico",50178.0
"Otero County, New Mexico",52717.0
"Quay County, New Mexico",43698.0
"Rio Arriba County, New Mexico",53901.0
"Roosevelt County, New Mexico",52445.0
"Sandoval County, New Mexico",84053.0
"San Juan County, New Mexico",53020.0
"San Miguel County, New Mexico",47400.0
"Santa Fe County, New Mexico",74689.0
"Sierra County, New Mexico",37840.0
"Socorro County, New Mexico",47556.0
"Taos County, New Mexico",58908.0
"Torrance County, New Mexico",46250.0
"Union County, New Mexico",45319.0
"Valencia County, New Mexico",58333.0
"Albany County, New York",83149.0
"Allegany County, New York",61233.0
"Bronx County, New York",49036.0
"Broome County, New York",61059.0
"Cattaraugus County, New York",58248.0
"Cayuga County, New York",66583.0
"Chautauqua County, New York",56507.0
"Chemung County, New York",63469.0
"Chenango County, New York",62093.0
"Clinton County, New York",69208.0
"Columbia County, New York",83619.0
"Cortland County, New York",67527.0
"Delaware County, New York",60226.0
"Dutchess County, New York",97273.0
"Erie County, New York",71175.0
"Essex County, New York",70215.0
"Franklin County, New York",63747.0
"Fulton County, New York",62615.0
"Genesee County, New York",72055.0
"Greene County, New York",74011.0
"Hamilton County, New York",68950.0
"Herkimer County, New York",68858.0
"Jefferson County, New York",64978.0
"Kings County, New York",78548.0
"Lewis County, New York",68329.0
"Livingston County, New York",72464.0
"Madison County, New York",73141.0
"Monroe County, New York",74409.0
"Montgomery County, New York",62923.0
"Nassau County, New York",143408.0
"New York County, New York",104553.0
"Niagara County, New York",67809.0
"Oneida County, New York",68819.0
"Onondaga County, New York",74740.0
"Ontario County, New York",79814.0
"Orange County, New York",96497.0
"Orleans County, New York",63838.0
"Oswego County, New York",68461.0
"Otsego County, New York",67086.0
"Putnam County, New York",127405.0
"Queens County, New York",84961.0
"Rensselaer County, New York",86663.0
"Richmond County, New York",98290.0
"Rockland County, New York",110631.0
"St. Lawrence County, New York",61900.0
"Saratoga County, New York",99653.0
"Schenectady County, New York",76989.0
"Schoharie County, New York",71188.0
"Schuyler County, New York",65625.0
"Seneca County, New York",66007.0
"Steuben County, New York",64740.0
"Suffolk County, New York",128329.0
"Sullivan County, New York",69826.0
"Tioga County, New York",71791.0
"Tompkins County, New York",73012.0
"Ulster County, New York",81804.0
"Warren County, New York",78239.0
"Washington County, New York",72342.0
"Wayne County, New York",73914.0
"Westchester County, New York",118411.0
"Wyoming County, New York",68913.0
"Yates County, New York",67521.0
"Alamance County, North Carolina",64445.0
"Alexander County, North Carolina",65268.0
"Alleghany County, North Carolina",44272.0
"Anson County, North Carolina",44245.0
"Ashe County, North Carolina",50827.0
"Avery County, North Carolina",57657.0
"Beaufort County, North Carolina",57997.0
"Bertie County, North Carolina",45931.0
"Bladen County, North Carolina",44528.0
"Brunswick County, North Carolina",74034.0
"Buncombe County, North Carolina",70578.0
"Burke County, North Carolina",55684.0
"Cabarrus County, North Carolina",86084.0
"Caldwell County, North Carolina",55401.0
"Camden County, North Carolina",87781.0
"Carteret County, North Carolina",70235.0
"Caswell County, North Carolina",59407.0
"Catawba County, North Carolina",64544.0
"Chatham County, North Carolina",88534.0
"Cherokee County, North Carolina",51496.0
"Chowan County, North Carolina",56982.0
"Clay County, North Carolina",53645.0
"Cleveland County, North Carolina",55769.0
"Columbus County, North Carolina",48184.0
"Craven County, North Carolina",64635.0
"Cumberland County, North Carolina",58780.0
"Currituck County, North Carolina",91548.0
"Dare County, North Carolina",81214.0
"Davidson County, North Carolina",62426.0
"Davie County, North Carolina",73234.0
"Duplin County, North Carolina",51880.0
"Durham County, North Carolina",79501.0
"Edgecombe County, North Carolina",48480.0
"Forsyth County, North Carolina",65541.0
"Franklin County, North Carolina",71386.0
"Gaston County, North Carolina",65472.0
"Gates County, North Carolina",61612.0
"Graham County, North Carolina",49038.0
"Granville County, North Carolina",70975.0
"Greene County, North Carolina",50904.0
"Guilford County, North Carolina",66027.0
"Halifax County, North Carolina",45071.0
"Harnett County, North Carolina",69012.0
"Haywood County, North Carolina",61001.0
"Henderson County, North Carolina",67623.0
"Hertford County, North Carolina",47472.0
"Hoke County, North Carolina",60095.0
"Hyde County, North Carolina",47338.0
"Iredell County, North Carolina",78678.0
"Jackson County, North Carolina",53479.0
"Johnston County, North Carolina",79838.0
"Jones County, North Carolina",55659.0
"Lee County, North Carolina",63060.0
"Lenoir County, North Carolina",44795.0
"Lincoln County, North Carolina",78490.0
"McDowell County, North Carolina",55527.0
"Macon County, North Carolina",53298.0
"Madison County, North Carolina",58628.0
"Martin County, North Carolina",46793.0
"Mecklenburg County, North Carolina",83765.0
"Mitchell County, North Carolina",58089.0
"Montgomery County, North Carolina",55849.0
"Moore County, North Carolina",82837.0
"Nash County, North Carolina",60704.0
"New Hanover County, North Carolina",72892.0
"Northampton County, North Carolina",47935.0
"Onslow County, North Carolina",64568.0
"Orange County, North Carolina",88553.0
"Pamlico County, North Carolina",61624.0
"Pasquotank County, North Carolina",63912.0
"Pender County, North Carolina",76838.0
"Perquimans County, North Carolina",61224.0
"Person County, North Carolina",64927.0
"Pitt County, North Carolina",58851.0
"Polk County, North Carolina",61005.0
"Randolph County, North Carolina",59047.0
"Richmond County, North Carolina",43626.0
"Robeson County, North Carolina",40318.0
"Rockingham County, North Carolina",55796.0
"Rowan County, North Carolina",63196.0
"Rutherford County, North Carolina",49771.0
"Sampson County, North Carolina",53159.0
"Scotland County, North Carolina",43500.0
"Stanly County, North Carolina",61631.0
"Stokes County, North Carolina",60039.0
"Surry County, North Carolina",56095.0
"Swain County, North Carolina",55429.0
"Transylvania County, North Carolina",64523.0
"Tyrrell County, North Carolina",43952.0
"Union County, North Carolina",99243.0
"Vance County, North Carolina",46943.0
"Wake County, North Carolina",101763.0
"Warren County, North Carolina",45279.0
"Washington County, North Carolina",41750.0
"Watauga County, North Carolina",51367.0
"Wayne County, North Carolina",58082.0
"Wilkes County, North Carolina",50438.0
"Wilson County, North Carolina",51381.0
"Yadkin County, North Carolina",60321.0
"Yancey County, North Carolina",54961.0
"Adams County, North Dakota",55417.0
"Barnes County, North Dakota",70230.0
"Benson County, North Dakota",68049.0
"Billings County, North Dakota",81250.0
"Bottineau County, North Dakota",83460.0
"Bowman County, North Dakota",83773.0
"Burke County, North Dakota",96339.0
"Burleigh County, North Dakota",84948.0
"Cass County, North Dakota",75023.0
"Cavalier County, North Dakota",67064.0
"Dickey County, North Dakota",63125.0
"Divide County, North Dakota",89297.0
"Dunn County, North Dakota",94688.0
"Eddy County, North Dakota",55389.0
"Emmons County, North Dakota",67368.0
"Foster County, North Dakota",83412.0
"Golden Valley County, North Dakota",76528.0
"Grand Forks County, North Dakota",68450.0
"Grant County, North Dakota",56750.0
"Griggs County, North Dakota",64737.0
"Hettinger County, North Dakota",70827.0
"Kidder County, North Dakota",61850.0
"LaMoure County, North Dakota",70263.0
"Logan County, North Dakota",61339.0
"McHenry County, North Dakota",80614.0
"McIntosh County, North Dakota",64236.0
"McKenzie County, North Dakota",88289.0
"McLean County, North Dakota",81847.0
"Mercer County, North Dakota",79405.0
"Morton County, North Dakota",79483.0
"Mountrail County, North Dakota",81292.0
"Nelson County, North Dakota",68051.0
"Oliver County, North Dakota",76953.0
"Pembina County, North Dakota",66884.0
"Pierce County, North Dakota",63214.0
"Ramsey County, North Dakota",61319.0
"Ransom County, North Dakota",74521.0
"Renville County, North Dakota",76311.0
"Richland County, North Dakota",72524.0
"Rolette County, North Dakota",57355.0
"Sargent County, North Dakota",77697.0
"Sheridan County, North Dakota",67361.0
"Sioux County, North Dakota",41676.0
"Slope County, North Dakota",62500.0
"Stark County, North Dakota",80744.0
"Steele County, North Dakota",80313.0
"Stutsman County, North Dakota",60172.0
"Towner County, North Dakota",63017.0
"Traill County, North Dakota",88289.0
"Walsh County, North Dakota",69976.0
"Ward County, North Dakota",79273.0
"Wells County, North Dakota",61346.0
"Williams County, North Dakota",90224.0
"Adams County, Ohio",49521.0
"Allen County, Ohio",62001.0
"Ashland County, Ohio",64991.0
"Ashtabula County, Ohio",55507.0
"Athens County, Ohio",53837.0
"Auglaize County, Ohio",76454.0
"Belmont County, Ohio",58411.0
"Brown County, Ohio",69990.0
"Butler County, Ohio",81194.0
"Carroll County, Ohio",64675.0
"Champaign County, Ohio",74239.0
"Clark County, Ohio",60846.0
"Clermont County, Ohio",83178.0
"Clinton County, Ohio",68125.0
"Columbiana County, Ohio",58474.0
"Coshocton County, Ohio",54687.0
"Crawford County, Ohio",55477.0
"Cuyahoga County, Ohio",62823.0
"Darke County, Ohio",64654.0
"Defiance County, Ohio",73615.0
"Delaware County, Ohio",130088.0
"Erie County, Ohio",68431.0
"Fairfield County, Ohio",87069.0
"Fayette County, Ohio",60047.0
"Franklin County, Ohio",73795.0
"Fulton County, Ohio",72866.0
"Gallia County, Ohio",56455.0
"Geauga County, Ohio",100783.0
"Greene County, Ohio",85218.0
"Guernsey County, Ohio",55756.0
"Hamilton County, Ohio",70816.0
"Hancock County, Ohio",69699.0
"Hardin County, Ohio",58001.0
"Harrison County, Ohio",53851.0
"Henry County, Ohio",79267.0
"Highland County, Ohio",62008.0
"Hocking County, Ohio",61366.0
"Holmes County, Ohio",74774.0
"Huron County, Ohio",65972.0
"Jackson County, Ohio",58409.0
"Jefferson County, Ohio",56983.0
"Knox County, Ohio",73988.0
"Lake County, Ohio",77952.0
"Lawrence County, Ohio",54842.0
"Licking County, Ohio",81033.0
"Logan County, Ohio",69183.0
"Lorain County, Ohio",70693.0
"Lucas County, Ohio",60095.0
"Madison County, Ohio",83229.0
"Mahoning County, Ohio",55576.0
"Marion County, Ohio",57306.0
"Medina County, Ohio",92660.0
"Meigs County, Ohio",46701.0
"Mercer County, Ohio",78036.0
"Miami County, Ohio",74175.0
"Monroe County, Ohio",58962.0
"Montgomery County, Ohio",64403.0
"Morgan County, Ohio",55971.0
"Morrow County, Ohio",71047.0
"Muskingum County, Ohio",59203.0
"Noble County, Ohio",55360.0
"Ottawa County, Ohio",75728.0
"Paulding County, Ohio",68167.0
"Perry County, Ohio",64737.0
"Pickaway County, Ohio",72927.0
"Pike County, Ohio",49552.0
"Portage County, Ohio",72822.0
"Preble County, Ohio",71237.0
"Putnam County, Ohio",82785.0
"Richland County, Ohio",57649.0
"Ross County, Ohio",59819.0
"Sandusky County, Ohio",62500.0
"Scioto County, Ohio",49571.0
"Seneca County, Ohio",65020.0
"Shelby County, Ohio",72822.0
"Stark County, Ohio",65740.0
"Summit County, Ohio",71016.0
"Trumbull County, Ohio",55088.0
"Tuscarawas County, Ohio",64494.0
"Union County, Ohio",109506.0
"Van Wert County, Ohio",65344.0
"Vinton County, Ohio",53813.0
"Warren County, Ohio",107843.0
"Washington County, Ohio",61355.0
"Wayne County, Ohio",71769.0
"Williams County, Ohio",61834.0
"Wood County, Ohio",73124.0
"Wyandot County, Ohio",71878.0
"Adair County, Oklahoma",48028.0
"Alfalfa County, Oklahoma",67870.0
"Atoka County, Oklahoma",52034.0
"Beaver County, Oklahoma",64266.0
"Beckham County, Oklahoma",52323.0
"Blaine County, Oklahoma",59304.0
"Bryan County, Oklahoma",54280.0
"Caddo County, Oklahoma",52817.0
"Canadian County, Oklahoma",85427.0
"Carter County, Oklahoma",58856.0
"Cherokee County, Oklahoma",53668.0
"Choctaw County, Oklahoma",45456.0
"Cimarron County, Oklahoma",57204.0
"Cleveland County, Oklahoma",74446.0
"Coal County, Oklahoma",48162.0
"Comanche County, Oklahoma",59000.0
"Cotton County, Oklahoma",60313.0
"Craig County, Oklahoma",50182.0
"Creek County, Oklahoma",61849.0
"Custer County, Oklahoma",57562.0
"Delaware County, Oklahoma",55114.0
"Dewey County, Oklahoma",60550.0
"Ellis County, Oklahoma",56992.0
"Garfield County, Oklahoma",67302.0
"Garvin County, Oklahoma",57127.0
"Grady County, Oklahoma",75730.0
"Grant County, Oklahoma",61824.0
"Greer County, Oklahoma",60183.0
"Harmon County, Oklahoma",54286.0
"Harper County, Oklahoma",59191.0
"Haskell County, Oklahoma",49930.0
"Hughes County, Oklahoma",47923.0
"Jackson County, Oklahoma",61497.0
"Jefferson County, Oklahoma",48750.0
"Johnston County, Oklahoma",50911.0
"Kay County, Oklahoma",56673.0
"Kingfisher County, Oklahoma",70617.0
"Kiowa County, Oklahoma",42063.0
"Latimer County, Oklahoma",41048.0
"Le Flore County, Oklahoma",50027.0
"Lincoln County, Oklahoma",59425.0
"Logan County, Oklahoma",82735.0
"Love County, Oklahoma",62940.0
"McClain County, Oklahoma",84778.0
"McCurtain County, Oklahoma",50175.0
"McIntosh County, Oklahoma",46203.0
"Major County, Oklahoma",69229.0
"Marshall County, Oklahoma",56495.0
"Mayes County, Oklahoma",57279.0
"Murray County, Oklahoma",61904.0
"Muskogee County, Oklahoma",51999.0
"Noble County, Oklahoma",70071.0
"Nowata County, Oklahoma",52679.0
"Okfuskee County, Oklahoma",45441.0
"Oklahoma County, Oklahoma",65374.0
"Okmulgee County, Oklahoma",53123.0
"Osage County, Oklahoma",60482.0
"Ottawa County, Oklahoma",48656.0
"Pawnee County, Oklahoma",57551.0
"Payne County, Oklahoma",48937.0
"Pittsburg County, Oklahoma",54787.0
"Pontotoc County, Oklahoma",62564.0
"Pottawatomie County, Oklahoma",60828.0
"Pushmataha County, Oklahoma",44634.0
"Roger Mills County, Oklahoma",62721.0
"Rogers County, Oklahoma",77688.0
"Seminole County, Oklahoma",46191.0
"Sequoyah County, Oklahoma",49795.0
"Stephens County, Oklahoma",60236.0
"Texas County, Oklahoma",59275.0
"Tillman County, Oklahoma",47445.0
"Tulsa County, Oklahoma",67317.0
"Wagoner County, Oklahoma",78520.0
"Washington County, Oklahoma",61205.0
"Washita County, Oklahoma",61980.0
"Woods County, Oklahoma",50512.0
"Woodward County, Oklahoma",65060.0
"Baker County, Oregon",57844.0
"Benton County, Oregon",76011.0
"Clackamas County, Oregon",100360.0
"Clatsop County, Oregon",68705.0
"Columbia County, Oregon",86359.0
"Coos County, Oregon",60313.0
"Crook County, Oregon",81675.0
"Curry County, Oregon",64769.0
"Deschutes County, Oregon",87640.0
"Douglas County, Oregon",58983.0
"Gilliam County, Oregon",64219.0
"Grant County, Oregon",59800.0
"Harney County, Oregon",48338.0
"Hood River County, Oregon",82095.0
"Jackson County, Oregon",71443.0
"Jefferson County, Oregon",73051.0
"Josephine County, Oregon",59097.0
"Klamath County, Oregon",59353.0
"Lake County, Oregon",61222.0
"Lane County, Oregon",69311.0
"Lincoln County, Oregon",61314.0
"Linn County, Oregon",73396.0
"Malheur County, Oregon",49902.0
"Marion County, Oregon",74624.0
"Morrow County, Oregon",70217.0
"Multnomah County, Oregon",86247.0
"Polk County, Oregon",81318.0
"Sherman County, Oregon",59500.0
"Tillamook County, Oregon",66551.0
"Umatilla County, Oregon",68958.0
"Union County, Oregon",64212.0
"Wallowa County, Oregon",65559.0
"Wasco County, Oregon",63602.0
"Washington County, Oregon",104434.0
"Wheeler County, Oregon",51250.0
"Yamhill County, Oregon",87084.0
"Adams County, Pennsylvania",81071.0
"Allegheny County, Pennsylvania",76393.0
"Armstrong County, Pennsylvania",64295.0
"Beaver County, Pennsylvania",70156.0
"Bedford County, Pennsylvania",60302.0
"Berks County, Pennsylvania",77684.0
"Blair County, Pennsylvania",60594.0
"Bradford County, Pennsylvania",62482.0
"Bucks County, Pennsylvania",111951.0
"Butler County, Pennsylvania",86775.0
"Cambria County, Pennsylvania",56292.0
"Cameron County, Pennsylvania",47681.0
"Carbon County, Pennsylvania",67877.0
"Centre County, Pennsylvania",72748.0
"Chester County, Pennsylvania",123041.0
"Clarion County, Pennsylvania",60668.0
"Clearfield County, Pennsylvania",60181.0
"Clinton County, Pennsylvania",58842.0
"Columbia County, Pennsylvania",61992.0
"Crawford County, Pennsylvania",60254.0
"Cumberland County, Pennsylvania",85634.0
"Dauphin County, Pennsylvania",74159.0
"Delaware County, Pennsylvania",88576.0
"Elk County, Pennsylvania",64103.0
"Erie County, Pennsylvania",61476.0
"Fayette County, Pennsylvania",56093.0
"Forest County, Pennsylvania",50061.0
"Franklin County, Pennsylvania",74946.0
"Fulton County, Pennsylvania",64798.0
"Greene County, Pennsylvania",66870.0
"Huntingdon County, Pennsylvania",65429.0
"Indiana County, Pennsylvania",58739.0
"Jefferson County, Pennsylvania",56898.0
"Juniata County, Pennsylvania",63923.0
"Lackawanna County, Pennsylvania",64691.0
"Lancaster County, Pennsylvania",83703.0
"Lawrence County, Pennsylvania",60779.0
"Lebanon County, Pennsylvania",76350.0
"Lehigh County, Pennsylvania",77493.0
"Luzerne County, Pennsylvania",62321.0
"Lycoming County, Pennsylvania",64412.0
"McKean County, Pennsylvania",61705.0
"Mercer County, Pennsylvania",60614.0
"Mifflin County, Pennsylvania",61415.0
"Monroe County, Pennsylvania",82374.0
"Montgomery County, Pennsylvania",111521.0
"Montour County, Pennsylvania",72926.0
"Northampton County, Pennsylvania",86687.0
"Northumberland County, Pennsylvania",57948.0
"Perry County, Pennsylvania",78824.0
"Philadelphia County, Pennsylvania",60698.0
"Pike County, Pennsylvania",79318.0
"Potter County, Pennsylvania",59840.0
"Schuylkill County, Pennsylvania",66901.0
"Snyder County, Pennsylvania",68435.0
"Somerset County, Pennsylvania",59378.0
"Sullivan County, Pennsylvania",64758.0
"Susquehanna County, Pennsylvania",66930.0
"Tioga County, Pennsylvania",62932.0
"Union County, Pennsylvania",72894.0
"Venango County, Pennsylvania",61626.0
"Warren County, Pennsylvania",59013.0
"Washington County, Pennsylvania",77487.0
"Wayne County, Pennsylvania",62182.0
"Westmoreland County, Pennsylvania",72468.0
"Wyoming County, Pennsylvania",70268.0
"York County, Pennsylvania",82238.0
"Bristol County, Rhode Island",110926.0
"Kent County, Rhode Island",91278.0
"Newport County, Rhode Island",100859.0
"Providence County, Rhode Island",78204.0
"Washington County, Rhode Island",102478.0
"Abbeville County, South Carolina",52112.0
"Aiken County, South Carolina",67940.0
"Allendale County, South Carolina",31603.0
"Anderson County, South Carolina",64683.0
"Bamberg County, South Carolina",43206.0
"Barnwell County, South Carolina",41800.0
"Beaufort County, South Carolina",84819.0
"Berkeley County, South Carolina",82327.0
"Calhoun County, South Carolina",56690.0
"Charleston County, South Carolina",84320.0
"Cherokee County, South Carolina",49047.0
"Chester County, South Carolina",51216.0
"Chesterfield County, South Carolina",47620.0
"Clarendon County, South Carolina",48887.0
"Colleton County, South Carolina",48779.0
"Darlington County, South Carolina",47419.0
"Dillon County, South Carolina",44038.0
"Dorchester County, South Carolina",76896.0
"Edgefield County, South Carolina",67092.0
"Fairfield County, South Carolina",46972.0
"Florence County, South Carolina",56650.0
"Georgetown County, South Carolina",66734.0
"Greenville County, South Carolina",74624.0
"Greenwood County, South Carolina",50635.0
"Hampton County, South Carolina",43059.0
"Horry County, South Carolina",64623.0
"Jasper County, South Carolina",63503.0
"Kershaw County, South Carolina",64343.0
"Lancaster County, South Carolina",74751.0
"Laurens County, South Carolina",55517.0
"Lee County, South Carolina",44145.0
"Lexington County, South Carolina",75014.0
"McCormick County, South Carolina",55344.0
"Marion County, South Carolina",34501.0
"Marlboro County, South Carolina",36293.0
"Newberry County, South Carolina",59670.0
"Oconee County, South Carolina",60193.0
"Orangeburg County, South Carolina",43214.0
"Pickens County, South Carolina",59411.0
"Richland County, South Carolina",61699.0
"Saluda County, South Carolina",52957.0
"Spartanburg County, South Carolina",64195.0
"Sumter County, South Carolina",55990.0
"Union County, South Carolina",41200.0
"Williamsburg County, South Carolina",43471.0
"York County, South Carolina",83060.0
"Aurora County, South Dakota",74130.0
"Beadle County, South Dakota",63082.0
"Bennett County, South Dakota",44569.0
"Bon Homme County, South Dakota",61275.0
"Brookings County, South Dakota",67341.0
"Brown County, South Dakota",70239.0
"Brule County, South Dakota",74043.0
"Buffalo County, South Dakota",47000.0
"Butte County, South Dakota",67692.0
